ms_zoning,neighborhood,condition_2,overall_qual,roof_matl,mas_vnr_area,exter_qual,bsmt_qual,heating_qc,central_air,electrical,kitchen_qual,totrms_abvgrd,functional,garage_type,garage_finish,garage_area,paved_drive,sale_type,saleprice,age,total_hse_area,total_bathrms
RL,Sawyer,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,308.0,Y,WD ,130000,44,1924.0,2.0
RL,SawyerW,Norm,7,CompShg,108.0,3,4,Ex,Y,SBrkr,TA,6,Typ,Attchd,Unf,539.0,Y,WD ,179000,7,2698.0,2.0
RL,Gilbert,Norm,7,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,5,Typ,Attchd,RFn,500.0,Y,WD ,180500,19,2866.0,2.0
RM,OldTown,Norm,4,CompShg,0.0,3,3,TA,Y,SBrkr,TA,4,Typ,Attchd,Unf,220.0,Y,WD ,80000,65,1494.0,1.0
RL,Somerst,Norm,8,CompShg,194.0,4,4,Ex,Y,SBrkr,Ex,7,Typ,Attchd,Fin,840.0,Y,New,287090,1,3151.0,2.0
RM,OldTown,Norm,5,CompShg,0.0,3,3,Gd,Y,FuseA,TA,4,Typ,Detchd,Unf,308.0,Y,WD ,97000,52,882.0,1.0
RL,Blmngtn,Norm,7,CompShg,40.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Fin,398.0,Y,WD ,246990,4,2879.0,3.0
RL,Gilbert,Norm,6,CompShg,138.0,3,3,Fa,Y,SBrkr,TA,6,Typ,Attchd,Unf,480.0,P,WD ,154204,43,2430.0,2.0
RL,NAmes,Norm,7,Tar&Grv,125.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Attchd,RFn,495.0,Y,WD ,186000,50,2624.0,1.5
RM,BrDale,Norm,5,CompShg,356.0,3,3,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,264.0,Y,WD ,111750,36,1932.0,2.5
RL,NridgHt,Norm,9,CompShg,1095.0,5,5,Ex,Y,SBrkr,Ex,10,Typ,Attchd,Fin,958.0,Y,WD ,500000,7,5542.0,3.5
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,BuiltIn,Fin,484.0,Y,New,177439,1,1984.0,2.5
RL,NridgHt,Norm,9,CompShg,154.0,5,5,Ex,Y,SBrkr,Ex,10,Typ,Attchd,Fin,836.0,Y,WD ,335000,1,3288.0,3.5
RL,NWAmes,Norm,7,CompShg,660.0,3,3,TA,Y,SBrkr,TA,8,Typ,Attchd,RFn,483.0,Y,WD ,205000,32,2767.0,2.5
RL,StoneBr,Norm,8,CompShg,0.0,4,4,Gd,Y,SBrkr,Gd,4,Typ,Attchd,RFn,484.0,Y,WD ,212000,17,2633.0,2.0
RM,Crawfor,Norm,8,CompShg,186.0,4,5,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Fin,525.0,Y,WD ,246000,6,3240.0,3.5
RL,NWAmes,Norm,7,CompShg,174.0,4,4,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,598.0,Y,WD ,181900,25,2520.0,3.0
RM,OldTown,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,484.0,Y,WD ,130000,81,2242.0,2.0
RM,OldTown,Norm,5,CompShg,0.0,3,2,Ex,Y,SBrkr,TA,7,Typ,Detchd,Unf,360.0,Y,WD ,132000,97,1696.0,2.0
RL,SawyerW,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,499.0,Y,CWD,220000,13,2737.0,3.5
RL,CollgCr,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Ex,7,Typ,Attchd,RFn,522.0,Y,WD ,236500,8,3541.0,2.0
FV,Somerst,Norm,8,CompShg,110.0,4,4,Ex,Y,SBrkr,TA,8,Typ,BuiltIn,Fin,552.0,Y,New,263435,0,2767.0,3.5
RM,IDOTRR,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,9,Min1,Detchd,Unf,400.0,Y,COD,141000,70,3241.0,2.0
RL,Gilbert,Norm,7,CompShg,196.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,BuiltIn,Fin,434.0,Y,WD ,213000,5,2833.0,2.5
RL,Timber,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,520.0,Y,New,179781,1,2428.0,2.0
RL,NridgHt,Norm,8,CompShg,176.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,550.0,Y,WD ,234250,2,2684.0,3.0
RL,Timber,Norm,8,WdShake,0.0,4,4,TA,Y,SBrkr,Gd,10,Typ,Attchd,Fin,665.0,Y,COD,287000,32,4463.0,3.0
RL,Gilbert,Norm,8,CompShg,0.0,4,5,Ex,Y,SBrkr,Gd,8,Typ,BuiltIn,Fin,644.0,Y,WD ,257500,7,2874.0,3.5
RM,BrkSide,Norm,6,CompShg,0.0,3,3,TA,N,SBrkr,TA,5,Typ,Detchd,Unf,180.0,Y,WD ,102000,81,1946.0,1.0
RM,IDOTRR,Norm,7,CompShg,0.0,3,3,Ex,Y,FuseF,Gd,6,Typ,Attchd,Unf,280.0,N,WD ,139400,77,1745.0,1.0
RL,OldTown,Norm,3,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,936.0,Y,WD ,105000,91,1886.0,1.0
RL,NAmes,Norm,8,Tar&Grv,0.0,4,3,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Unf,621.0,Y,WD ,268000,37,4434.0,3.0
RL,Edwards,Norm,6,Tar&Grv,0.0,4,4,TA,Y,SBrkr,Gd,8,Typ,Attchd,Unf,432.0,Y,WD ,274970,40,2898.0,2.0
RL,Blmngtn,Norm,7,CompShg,16.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Fin,397.0,Y,WD ,180000,4,2440.0,2.0
RM,OldTown,Norm,7,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,7,Typ,Detchd,Unf,360.0,N,WD ,161000,80,2067.0,2.0
RL,Edwards,Norm,4,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,6,Typ,Detchd,Unf,308.0,Y,WD ,84900,64,930.0,1.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Attchd,Unf,264.0,Y,WD ,119000,52,1976.0,2.0
RL,Timber,Norm,8,CompShg,674.0,4,5,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,892.0,Y,WD ,370000,3,3928.0,3.5
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,524.0,Y,WD ,175900,2,2540.0,2.0
RL,SawyerW,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,12,Typ,Detchd,Unf,528.0,Y,WD ,142953,30,2240.0,2.0
RL,Veenker,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Fin,478.0,Y,WD ,279700,13,2988.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,2,Gd,Y,SBrkr,TA,6,Typ,Attchd,RFn,331.0,Y,WD ,132000,49,2543.0,1.5
RL,CollgCr,Norm,9,CompShg,204.0,4,5,Ex,Y,SBrkr,Ex,8,Typ,Attchd,Fin,736.0,Y,WD ,313000,9,3593.0,3.5
C (all),IDOTRR,Norm,4,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,7,Typ,CarPort,Unf,570.0,Y,COD,108000,86,1973.0,1.5
RL,Edwards,Norm,7,CompShg,92.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,BuiltIn,Fin,397.0,Y,WD ,165400,5,2402.0,2.5
RL,CollgCr,Norm,6,CompShg,68.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,473.0,Y,WD ,187000,11,2280.0,2.5
RL,NoRidge,Norm,8,CompShg,506.0,4,4,Ex,Y,SBrkr,Ex,9,Typ,Attchd,Fin,810.0,Y,WD ,403000,14,4256.0,3.5
RL,NWAmes,Norm,6,CompShg,298.0,3,3,TA,Y,SBrkr,Gd,8,Typ,Attchd,Fin,551.0,Y,WD ,195000,31,2878.0,2.5
RL,NAmes,Norm,6,CompShg,291.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,RFn,525.0,Y,WD ,158500,46,2472.0,2.0
RL,CollgCr,Norm,8,CompShg,210.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,586.0,Y,WD ,255000,4,3054.0,3.5
RL,Crawfor,Norm,5,CompShg,0.0,3,3,Ex,Y,FuseA,TA,7,Typ,Attchd,Unf,484.0,Y,WD ,236500,52,3796.0,2.5
RL,NAmes,Norm,5,CompShg,52.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,360.0,Y,WD ,129250,41,1976.0,2.0
RL,Crawfor,Norm,7,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Fin,484.0,Y,WD ,289000,51,3302.0,3.0
RL,Mitchel,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,8,Typ,Attchd,Unf,484.0,Y,WD ,100000,32,1872.0,3.0
RL,CollgCr,Norm,8,CompShg,256.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,560.0,Y,WD ,275000,6,3970.0,3.5
RL,CollgCr,Norm,8,CompShg,192.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Unf,560.0,Y,WD ,207000,9,2614.0,2.5
RL,NAmes,Norm,5,CompShg,166.0,3,3,Gd,Y,SBrkr,Gd,6,Typ,Detchd,Unf,884.0,Y,WD ,146000,41,2064.0,2.5
RM,BrDale,Norm,6,CompShg,380.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Detchd,Unf,264.0,Y,WD ,116000,34,1524.0,1.5
RL,CollgCr,Norm,7,CompShg,573.0,3,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,RFn,645.0,Y,WD ,219500,12,3091.0,3.5
RL,NridgHt,Norm,7,CompShg,163.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,478.0,Y,WD ,173000,6,2810.0,2.0
RL,Edwards,Norm,4,CompShg,0.0,3,3,Ex,Y,FuseA,TA,6,Typ,Attchd,RFn,284.0,Y,WD ,135000,53,2363.0,1.0
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,610.0,Y,WD ,213000,4,2911.0,3.5
RL,Sawyer,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,Gd,6,Typ,Attchd,Unf,494.0,Y,WD ,150000,53,2266.0,1.0
RL,Blmngtn,Norm,7,CompShg,72.0,4,5,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,648.0,Y,New,194201,1,2660.0,2.0
RL,Blmngtn,Norm,7,CompShg,16.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,457.0,Y,WD ,181000,4,2850.0,2.0
RL,NAmes,Norm,6,CompShg,243.0,3,3,Gd,Y,SBrkr,TA,7,Typ,Attchd,RFn,301.0,Y,COD,157900,49,2884.0,1.5
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,586.0,Y,WD ,217000,7,2730.0,3.5
FV,Somerst,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,RFn,1043.0,Y,WD ,252000,4,3035.0,2.5
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,BuiltIn,RFn,529.0,Y,WD ,197000,4,2781.0,2.5
RL,Gilbert,Norm,7,CompShg,200.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,BuiltIn,Fin,436.0,Y,WD ,189500,5,2498.0,2.5
RL,Edwards,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,Fa,7,Typ,Detchd,Unf,280.0,P,WD ,116000,88,1936.0,2.0
RL,NWAmes,Norm,6,CompShg,451.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,528.0,Y,WD ,143000,47,2656.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,276.0,Y,WD ,119000,57,1864.0,1.0
RL,NAmes,Norm,6,CompShg,0.0,3,3,Fa,Y,FuseA,TA,6,Typ,Attchd,Unf,240.0,Y,WD ,127500,54,2132.0,1.0
FV,Somerst,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,615.0,Y,WD ,200825,1,2574.0,2.5
RL,Edwards,Norm,2,CompShg,0.0,3,3,TA,N,FuseF,TA,3,Typ,Detchd,Unf,216.0,N,ConLD,35000,84,996.0,1.0
RL,NWAmes,Norm,7,WdShake,168.0,4,4,Ex,Y,SBrkr,Gd,8,Min2,Attchd,Fin,1314.0,Y,WD ,292500,30,4260.0,3.0
RM,BrDale,Norm,6,CompShg,127.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,280.0,Y,WD ,106000,38,1470.0,1.5
RL,Sawyer,Norm,4,CompShg,0.0,3,2,TA,N,SBrkr,TA,4,Typ,Detchd,Unf,440.0,N,WD ,85000,83,1416.0,1.0
RL,NridgHt,Norm,8,CompShg,270.0,4,5,Ex,Y,SBrkr,Gd,8,Typ,Attchd,RFn,701.0,Y,WD ,286500,7,3424.0,3.0
RL,NPkVill,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,TA,4,Typ,Attchd,RFn,440.0,Y,WD ,127500,33,2138.0,2.0
FV,Somerst,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,575.0,Y,New,210400,1,2670.0,2.0
RL,NridgHt,Norm,8,CompShg,472.0,5,5,Ex,Y,SBrkr,Ex,6,Typ,Attchd,RFn,588.0,Y,WD ,274000,5,3036.0,1.5
RL,Timber,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,612.0,Y,New,264966,1,2700.0,3.5
RM,IDOTRR,Norm,4,CompShg,0.0,2,3,Fa,Y,SBrkr,TA,6,Sal,Detchd,Unf,264.0,N,COD,50000,97,2255.0,2.0
RM,OldTown,Norm,5,CompShg,0.0,3,2,TA,Y,SBrkr,TA,7,Typ,Detchd,Unf,416.0,Y,WD ,139000,95,2338.0,3.0
RL,Veenker,Norm,7,CompShg,272.0,4,4,Gd,Y,SBrkr,Gd,7,Typ,Attchd,RFn,564.0,Y,WD ,300000,17,3726.0,3.5
RL,NAmes,Norm,8,CompShg,0.0,4,4,Gd,Y,SBrkr,Ex,9,Typ,Attchd,Fin,538.0,Y,WD ,345000,37,4656.0,3.5
RL,CollgCr,Norm,8,CompShg,519.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,484.0,Y,WD ,228000,13,3148.0,2.0
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,BuiltIn,Fin,400.0,Y,WD ,165500,4,1778.0,2.5
RM,OldTown,Norm,4,CompShg,0.0,3,3,Fa,N,SBrkr,TA,8,Typ,Detchd,Unf,210.0,Y,WD ,107000,81,2014.0,1.0
RL,StoneBr,Norm,8,CompShg,0.0,4,5,Ex,Y,SBrkr,Ex,5,Typ,Attchd,Fin,682.0,Y,WD ,286000,7,3186.0,2.5
C (all),IDOTRR,Norm,4,CompShg,0.0,3,3,TA,N,FuseA,TA,4,Typ,None,None,0.0,N,WD ,34900,89,1440.0,1.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Attchd,Unf,288.0,Y,WD ,115000,42,1824.0,1.0
RL,Blmngtn,Norm,8,CompShg,40.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,400.0,Y,WD ,215000,3,2729.0,2.0
RM,OldTown,Norm,7,CompShg,0.0,3,3,Fa,Y,SBrkr,TA,8,Min2,Detchd,Unf,216.0,N,WD ,179900,94,2616.0,2.0
RL,StoneBr,Norm,8,CompShg,0.0,4,4,TA,Y,SBrkr,Gd,4,Typ,Attchd,RFn,528.0,Y,WD ,212000,25,2990.0,2.5
RL,Gilbert,Norm,8,CompShg,216.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,527.0,Y,WD ,250000,1,3138.0,2.5
RM,BrkSide,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,8,Typ,Detchd,Unf,225.0,Y,WD ,149000,78,2618.0,1.0
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,8,Typ,Attchd,Fin,431.0,Y,WD ,188000,13,2431.0,3.5
RL,OldTown,Norm,3,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,5,Typ,Detchd,Unf,371.0,N,WD ,99800,76,1426.0,1.0
RM,OldTown,Norm,7,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,8,Typ,Detchd,Unf,704.0,P,WD ,159500,117,3272.0,1.5
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,BuiltIn,Fin,400.0,Y,WD ,184500,6,1758.0,3.5
RL,CollgCr,Norm,8,CompShg,270.0,4,5,Ex,Y,SBrkr,Ex,10,Typ,BuiltIn,Fin,868.0,Y,New,276000,0,4056.0,2.5
RL,NPkVill,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,Gd,7,Typ,Detchd,Unf,440.0,Y,WD ,155000,31,2352.0,3.5
RL,Mitchel,Norm,5,CompShg,176.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Attchd,Unf,504.0,Y,WD ,160000,40,2592.0,2.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,7,Typ,Attchd,Fin,480.0,Y,WD ,157500,42,2160.0,1.5
RL,Mitchel,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Unf,482.0,Y,WD ,285000,16,3482.0,4.0
RL,Edwards,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,9,Typ,None,None,0.0,N,WD ,145900,108,3472.0,5.0
RL,SawyerW,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Fin,472.0,Y,WD ,229000,12,2709.0,2.5
RM,BrkSide,Norm,4,CompShg,0.0,3,3,TA,Y,FuseA,TA,4,Typ,Detchd,Unf,280.0,Y,ConLD,79000,62,896.0,1.0
RL,OldTown,Norm,4,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,6,Mod,Detchd,Unf,580.0,Y,WD ,128500,82,2432.0,3.0
RL,NoRidge,Norm,8,CompShg,242.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,885.0,Y,WD ,286000,8,3020.0,3.5
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,7,Typ,Attchd,Fin,470.0,Y,WD ,189500,12,2553.0,2.5
RL,NAmes,Norm,5,CompShg,140.0,3,3,TA,Y,FuseA,TA,7,Typ,Attchd,Fin,616.0,Y,ConLD,102900,56,1210.0,1.5
RM,BrkSide,Feedr,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Detchd,Unf,363.0,Y,WD ,128500,60,2600.0,1.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Attchd,Unf,371.0,Y,WD ,156000,54,2944.0,2.0
RL,Timber,Norm,8,CompShg,245.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,BuiltIn,Fin,642.0,Y,WD ,281213,2,3576.0,2.5
RL,NAmes,Norm,7,Tar&Grv,0.0,3,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,RFn,505.0,Y,WD ,242000,48,2654.0,3.0
RL,NAmes,Norm,6,CompShg,30.0,3,3,Ex,Y,FuseA,TA,6,Typ,Attchd,Unf,498.0,Y,WD ,157500,49,2956.0,3.0
RL,Edwards,Norm,7,CompShg,190.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,BuiltIn,Fin,616.0,Y,WD ,196500,3,2520.0,2.5
RL,CollgCr,Norm,7,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,5,Typ,Attchd,RFn,591.0,Y,WD ,193000,8,2850.0,3.0
RM,BrkSide,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Detchd,Unf,280.0,Y,WD ,132000,68,1994.0,2.0
RM,OldTown,Norm,7,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,7,Typ,Detchd,Fin,576.0,Y,WD ,139900,106,2140.0,2.0
RL,NAmes,Norm,6,CompShg,220.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,RFn,312.0,Y,WD ,148000,51,2388.0,2.0
RL,NridgHt,Norm,8,CompShg,246.0,4,5,Ex,Y,SBrkr,Ex,8,Typ,Attchd,Fin,774.0,Y,New,281500,0,2713.0,3.5
RL,NridgHt,Norm,8,CompShg,502.0,4,4,Ex,Y,SBrkr,Ex,11,Typ,BuiltIn,RFn,916.0,Y,WD ,342000,3,4662.0,2.5
RL,Mitchel,Norm,6,CompShg,257.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,528.0,Y,WD ,148000,31,2338.0,3.0
RL,Sawyer,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,490.0,Y,WD ,140000,36,2642.0,2.0
RL,NAmes,Norm,5,CompShg,85.0,3,3,TA,Y,FuseA,Ex,6,Typ,2Types,RFn,750.0,Y,WD ,150000,48,2061.0,2.0
RL,NoRidge,Norm,7,CompShg,0.0,4,5,Ex,Y,SBrkr,Gd,12,Typ,Attchd,RFn,576.0,Y,WD ,279500,12,3189.0,3.5
RM,Edwards,Norm,6,CompShg,76.0,3,4,Ex,Y,SBrkr,Gd,5,Typ,Basment,Fin,525.0,Y,WD ,140000,2,1619.0,2.0
RL,Mitchel,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,10,Typ,2Types,Unf,616.0,Y,WD ,145000,28,3328.0,2.0
RH,NAmes,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Fin,511.0,Y,WD ,184000,11,2742.0,3.0
RL,Greens,Norm,8,CompShg,0.0,4,4,TA,Y,SBrkr,Gd,4,Typ,Attchd,Fin,484.0,Y,WD ,206000,32,2452.0,2.0
RM,MeadowV,Norm,4,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Attchd,Unf,253.0,Y,WD ,85500,35,1638.0,1.5
RL,Crawfor,Norm,6,CompShg,0.0,3,3,Fa,Y,FuseA,TA,6,Typ,Detchd,Unf,240.0,Y,WD ,188700,74,2375.0,1.5
RL,NWAmes,Norm,6,CompShg,101.0,3,3,TA,Y,SBrkr,TA,7,Typ,Attchd,RFn,484.0,Y,WD ,200000,31,3098.0,2.0
RL,SawyerW,Norm,7,CompShg,0.0,4,4,Gd,Y,SBrkr,Gd,4,Typ,Attchd,Unf,462.0,Y,WD ,162000,19,2115.0,2.5
RL,Sawyer,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,4,Typ,Detchd,Unf,240.0,N,WD ,108000,68,1344.0,1.0
RL,NWAmes,Norm,5,CompShg,161.0,3,4,TA,Y,SBrkr,TA,7,Typ,Attchd,RFn,478.0,Y,WD ,213000,34,3242.0,3.0
RL,NridgHt,Norm,8,CompShg,328.0,4,5,Ex,Y,SBrkr,Ex,7,Typ,Attchd,RFn,928.0,Y,New,318000,0,3468.0,3.0
RM,OldTown,Norm,5,CompShg,0.0,3,3,TA,N,FuseA,TA,11,Typ,Detchd,Unf,360.0,N,WD ,106000,111,2987.0,2.0
RL,Edwards,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,8,Typ,2Types,Unf,795.0,P,WD ,235000,78,2681.0,2.0
RL,NAmes,Norm,4,CompShg,0.0,3,3,Fa,Y,SBrkr,TA,6,Typ,None,None,0.0,Y,WD ,128950,51,2175.0,2.5
RL,NAmes,Norm,6,CompShg,491.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,504.0,Y,COD,163000,47,2724.0,2.5
RL,Edwards,Norm,5,CompShg,0.0,3,3,Fa,N,FuseF,TA,7,Typ,Detchd,Unf,240.0,P,WD ,126000,67,1890.0,2.5
RM,OldTown,Norm,7,CompShg,0.0,3,4,Ex,Y,SBrkr,Gd,6,Mod,Detchd,Unf,484.0,N,WD ,200000,5,3444.0,2.5
RL,NAmes,Norm,5,CompShg,180.0,3,3,TA,Y,FuseA,TA,7,Typ,Attchd,Unf,315.0,Y,WD ,144000,49,2398.0,1.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Ex,N,SBrkr,TA,10,Typ,None,None,0.0,Y,WD ,141000,46,3600.0,2.0
RL,NoRidge,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,Fin,758.0,Y,WD ,322500,9,3971.0,3.5
RL,CollgCr,Norm,7,CompShg,442.0,3,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,598.0,Y,WD ,224900,12,3310.0,2.0
RL,BrkSide,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,528.0,Y,WD ,223500,86,2900.0,3.5
RL,Edwards,Norm,4,CompShg,0.0,3,3,Ex,Y,FuseA,TA,5,Typ,Basment,Unf,288.0,Y,COD,112000,53,1632.0,1.0
RL,Gilbert,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Attchd,Fin,470.0,Y,WD ,187500,11,2530.0,2.5
RL,Edwards,Norm,1,CompShg,0.0,2,2,Gd,N,FuseA,Fa,4,Maj1,None,None,0.0,Y,WD ,61000,87,1587.0,1.5
RL,Edwards,Norm,6,CompShg,0.0,3,3,Gd,Y,SBrkr,Gd,7,Typ,Detchd,Unf,528.0,Y,ConLI,110000,89,1880.0,1.0
RL,BrkSide,Norm,3,CompShg,0.0,4,3,Gd,Y,SBrkr,TA,5,Maj2,None,None,0.0,N,WD ,52000,73,999.0,1.0
RL,NridgHt,Norm,6,CompShg,256.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,460.0,Y,WD ,207000,2,2724.0,3.0
RH,SWISU,Norm,5,CompShg,0.0,3,3,TA,N,FuseA,TA,7,Typ,None,None,0.0,N,WD ,130000,97,2904.0,1.5
RL,Sawyer,Norm,4,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,CarPort,Unf,516.0,Y,WD ,90000,39,1296.0,2.0
RL,Mitchel,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,440.0,Y,WD ,130000,17,1911.0,1.5
RL,BrkSide,Feedr,5,CompShg,0.0,3,2,Gd,Y,SBrkr,TA,5,Typ,Attchd,Unf,576.0,Y,WD ,127000,98,1756.0,1.0
RL,Somerst,Norm,9,CompShg,302.0,5,5,Ex,Y,SBrkr,Ex,8,Typ,Attchd,Fin,788.0,Y,WD ,320000,1,3810.0,2.0
RL,OldTown,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,720.0,Y,WD ,120000,86,2250.0,2.0
RL,SawyerW,Norm,7,CompShg,122.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,RFn,484.0,Y,WD ,181000,6,2490.0,2.5
